game,arm,k,unit_beta,raw_beta_equivalent,vector_layer_norm,n_rows,n_parsed,parse_coverage,measure_units,mean,sd,ci_low,ci_high,p_altruistic,p_altruistic_lo,p_altruistic_hi,p_self_interested,p_middle,mean_move_from_zero,mean_move_p,p_altruistic_move_from_zero,p_altruistic_move_excludes_zero,share_trigram_repeated_5x
trust,shuffled-null,5,52.541542053222656,33.44637933691769,1.5709186792373657,100,91,0.91,dollars sent,1.989010989010989,9.452212563433088,0.02049244766160263,3.9575295303603752,0.02197802197802198,0.006048006082981144,0.0766316460248494,0.9230769230769231,0.054945054945054944,-31.459968602825743,6.008877548301296e-20,-0.31475667189952905,True,0.14
ultimatum,decision,-5,-52.541542053222656,-9.790710236024433,5.366468906402588,100,99,0.99,dollars offered,7.101010101010101,25.716862946043978,1.9718722199445073,12.230147982075696,0.0707070707070707,0.034670230283234696,0.13881485078510197,0.8888888888888888,0.04040404040404041,-12.636363636363637,0.000475027405285102,-0.14141414141414144,True,0.12
ultimatum,decision,-4,-42.033233642578125,-7.832568188819545,5.366468906402588,100,100,1.0,dollars offered,10.22,29.946949727473026,4.277875470244148,16.162124529755854,0.1,0.0552291370606751,0.17436566150491345,0.64,0.26,-9.517373737373736,0.014653150687318442,-0.11212121212121212,True,0.07
ultimatum,decision,-3,-31.524925231933594,-5.874426141614659,5.366468906402588,100,100,1.0,dollars offered,6.49,23.706750093591474,1.7860664597272669,11.193933540272734,0.06,0.027786123963188192,0.1247681544589592,0.44,0.5,-13.247373737373737,0.00013542709280428908,-0.15212121212121213,True,0.02
ultimatum,decision,-2,-21.016616821289062,-3.9162840944097725,5.366468906402588,100,99,0.99,dollars offered,10.626262626262626,29.81082732306211,4.68059794665425,16.571927305871004,0.10101010101010101,0.055796675028805004,0.1760306356111785,0.2828282828282828,0.6161616161616161,-9.11111111111111,0.019419503396157434,-0.11111111111111112,True,0.03
ultimatum,decision,-1,-10.508308410644531,-1.9581420472048863,5.366468906402588,100,99,0.99,dollars offered,6.898989898989899,20.945748655142076,2.721433985588943,11.076545812390854,0.06060606060606061,0.028069797446221498,0.12596787376489954,0.16161616161616163,0.7777777777777778,-12.838383838383837,9.656242212720468e-05,-0.15151515151515152,True,0.02
ultimatum,decision,0,0.0,0.0,5.366468906402588,100,99,0.99,dollars offered,19.737373737373737,24.28722090225255,14.893372934596405,24.581374540151067,0.21212121212121213,0.14313535489794357,0.30261346417141166,0.010101010101010102,0.7777777777777778,0.0,1.0,0.0,False,0.02
ultimatum,decision,1,10.508308410644531,1.9581420472048863,5.366468906402588,100,96,0.96,dollars offered,40.348958333333336,15.611588103522166,37.18575658487279,43.51216008179388,0.46875,0.3720607443853214,0.5678439798557835,0.03125,0.5,20.6115845959596,3.954128774400289e-11,0.25662878787878785,True,0.01
ultimatum,decision,2,21.016616821289062,3.9162840944097725,5.366468906402588,100,96,0.96,dollars offered,45.0,11.40175425099138,42.68978986999302,47.31021013000698,0.4895833333333333,0.3919286123125563,0.5880396291011453,0.020833333333333332,0.4895833333333333,25.262626262626263,1.9871067008857558e-16,0.2774621212121212,True,0.01
ultimatum,decision,3,31.524925231933594,5.874426141614659,5.366468906402588,100,98,0.98,dollars offered,46.683673469387756,9.868827251247177,44.7050987653513,48.66224817342421,0.5102040816326531,0.41273047100283283,0.6069078965457043,0.0,0.4897959183673469,26.94629973201402,2.3814873232497457e-18,0.2980828695114409,True,0.0
ultimatum,decision,4,42.033233642578125,7.832568188819545,5.366468906402588,100,98,0.98,dollars offered,46.37755102040816,9.046860030689976,44.56377031962433,48.19133172119199,0.5408163265306123,0.44248041592362974,0.6360730542705189,0.01020408163265306,0.4489795918367347,26.640177283034426,3.4192494589809535e-18,0.32869511440940014,True,0.0
ultimatum,decision,5,52.541542053222656,9.790710236024433,5.366468906402588,100,97,0.97,dollars offered,46.134020618556704,8.212831507742658,44.47876860617882,47.78927263093459,0.5154639175257731,0.4173312640396685,0.6124184047481886,0.0,0.4845360824742268,26.396646881182967,4.532276744496688e-18,0.303342705404561,True,0.0
ultimatum,shuffled-null,-5,-52.541542053222656,-19.559527387218736,2.6862378120422363,100,8,0.08,dollars offered,16.25,23.26094212561969,-3.196634273835965,35.69663427383597,0.25,0.071479212752109,0.5907245696898311,0.625,0.125,-3.487373737373737,0.6946616315241407,0.03787878787878787,False,0.19
ultimatum,shuffled-null,0,0.0,0.0,2.6862378120422363,100,99,0.99,dollars offered,19.737373737373737,24.28722090225255,14.893372934596405,24.581374540151067,0.21212121212121213,0.14313535489794357,0.30261346417141166,0.010101010101010102,0.7777777777777778,0.0,1.0,0.0,False,0.02
ultimatum,shuffled-null,5,52.541542053222656,19.559527387218736,2.6862378120422363,100,99,0.99,dollars offered,48.2020202020202,48.80552406798443,38.46793005161693,57.93611035242347,0.494949494949495,0.39850799791397756,0.5917682971574147,0.18181818181818182,0.32323232323232326,28.464646464646464,6.872617522926629e-07,0.2828282828282829,True,0.59
