family,game_id,arm,k,unit_beta,raw_beta_equivalent,vector,vector_sha256_16,vector_layer_norm,rows_csv,n_rows
apology,altruism_v3/apology,decision,0,0.0,0.0,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef0.csv,100
apology,altruism_v3/apology,decision,1,10.508308410644531,1.3473946073938712,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef10.5083.csv,100
apology,altruism_v3/apology,decision,-1,-10.508308410644531,-1.3473946073938712,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef-10.5083.csv,100
apology,altruism_v3/apology,decision,2,21.016616821289062,2.6947892147877424,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef21.0166.csv,100
apology,altruism_v3/apology,decision,-2,-21.016616821289062,-2.6947892147877424,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef-21.0166.csv,100
apology,altruism_v3/apology,decision,3,31.524925231933594,4.042183822181614,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef31.5249.csv,100
apology,altruism_v3/apology,decision,-3,-31.524925231933594,-4.042183822181614,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef-31.5249.csv,100
apology,altruism_v3/apology,decision,4,42.033233642578125,5.389578429575485,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef42.0332.csv,100
apology,altruism_v3/apology,decision,-4,-42.033233642578125,-5.389578429575485,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef-42.0332.csv,100
apology,altruism_v3/apology,decision,5,52.541542053222656,6.736973036969356,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef52.5415.csv,100
apology,altruism_v3/apology,decision,-5,-52.541542053222656,-6.736973036969356,results/crossgame-decision-vectors/vectors/decision_apology_response_avg_diff_cellbalanced_relaxed.pt,c1a3bbc00581a389,7.798983573913574,apology/decision/altruism_v3-apology_free_layer20_all_unit_coef-52.5415.csv,100
apology,altruism_v3/apology,shuffled-null,0,0.0,0.0,results/crossgame-per-game-steering/vectors/null_apology_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,e66ba777371bf3fd,1.1114308834075928,apology/shuffled-null/altruism_v3-apology_free_layer20_all_unit_coef0.csv,100
apology,altruism_v3/apology,shuffled-null,5,52.541542053222656,47.27378268645267,results/crossgame-per-game-steering/vectors/null_apology_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,e66ba777371bf3fd,1.1114308834075928,apology/shuffled-null/altruism_v3-apology_free_layer20_all_unit_coef52.5415.csv,100
apology,altruism_v3/apology,shuffled-null,-5,-52.541542053222656,-47.27378268645267,results/crossgame-per-game-steering/vectors/null_apology_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,e66ba777371bf3fd,1.1114308834075928,apology/shuffled-null/altruism_v3-apology_free_layer20_all_unit_coef-52.5415.csv,100
